State,Year,Quarter,Registered_user,App_Open,Phone_Brand,Registered_user_by_Phone_Brand,Region
Dadra and Nagar Haveli and Daman and Diu,2020,4,296493,6196436,Motorola,4712,Western Region
Dadra and Nagar Haveli and Daman and Diu,2020,4,296493,6196436,Huawei,4635,Western Region
Dadra and Nagar Haveli and Daman and Diu,2020,4,296493,6196436,Lenovo,4516,Western Region
Dadra and Nagar Haveli and Daman and Diu,2020,4,296493,6196436,OnePlus,3173,Western Region
Dadra and Nagar Haveli and Daman and Diu,2020,4,296493,6196436,Others,25174,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,1,321396,7302462,Vivo,79699,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,1,321396,7302462,Xiaomi,73383,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,1,321396,7302462,Samsung,54230,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,1,321396,7302462,Oppo,40045,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,1,321396,7302462,Realme,23882,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,1,321396,7302462,Apple,5784,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,1,321396,7302462,Huawei,4871,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,1,321396,7302462,Motorola,4859,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,1,321396,7302462,Lenovo,4531,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,1,321396,7302462,Tecno,3575,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,1,321396,7302462,Others,26537,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,2,344994,5062983,Vivo,87001,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,2,344994,5062983,Xiaomi,77605,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,2,344994,5062983,Samsung,57137,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,2,344994,5062983,Oppo,43131,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,2,344994,5062983,Realme,27996,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,2,344994,5062983,Apple,6273,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,2,344994,5062983,Huawei,4834,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,2,344994,5062983,Motorola,4803,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,2,344994,5062983,Tecno,4453,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,2,344994,5062983,Lenovo,4280,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,2,344994,5062983,Others,27481,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,3,371874,7162734,Vivo,95723,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,3,371874,7162734,Xiaomi,82367,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,3,371874,7162734,Samsung,59023,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,3,371874,7162734,Oppo,46708,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,3,371874,7162734,Realme,32929,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,3,371874,7162734,Apple,6802,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,3,371874,7162734,Tecno,5777,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,3,371874,7162734,Motorola,4807,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,3,371874,7162734,Huawei,4785,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,3,371874,7162734,Infinix,4734,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,3,371874,7162734,Others,28219,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,4,398963,15009455,Vivo,104203,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,4,398963,15009455,Xiaomi,85964,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,4,398963,15009455,Samsung,61231,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,4,398963,15009455,Oppo,50155,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,4,398963,15009455,Realme,39211,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,4,398963,15009455,Apple,7542,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,4,398963,15009455,Tecno,6955,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,4,398963,15009455,Infinix,6018,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,4,398963,15009455,OnePlus,5332,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,4,398963,15009455,Motorola,4828,Western Region
Dadra and Nagar Haveli and Daman and Diu,2021,4,398963,15009455,Others,27524,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,1,424570,3910792,Vivo,111699,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,1,424570,3910792,Xiaomi,89446,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,1,424570,3910792,Samsung,63414,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,1,424570,3910792,Oppo,53652,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,1,424570,3910792,Realme,44772,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,1,424570,3910792,Apple,8300,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,1,424570,3910792,Tecno,8287,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,1,424570,3910792,Infinix,6909,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,1,424570,3910792,OnePlus,5945,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,1,424570,3910792,Motorola,4850,Western Region
Dadra and Nagar Haveli and Daman and Diu,2022,1,424570,3910792,Others,27296,Western Region
Delhi,2018,1,2087022,0,Xiaomi,529823,Northern Region
Delhi,2018,1,2087022,0,Samsung,407203,Northern Region
Delhi,2018,1,2087022,0,Vivo,223992,Northern Region
Delhi,2018,1,2087022,0,Oppo,186309,Northern Region
Delhi,2018,1,2087022,0,Apple,138507,Northern Region
Delhi,2018,1,2087022,0,Realme,88082,Northern Region
Delhi,2018,1,2087022,0,OnePlus,86368,Northern Region
Delhi,2018,1,2087022,0,Motorola,83639,Northern Region
Delhi,2018,1,2087022,0,Lenovo,52568,Northern Region
Delhi,2018,1,2087022,0,Huawei,37398,Northern Region
Delhi,2018,1,2087022,0,Others,253133,Northern Region
Delhi,2018,2,2756141,0,Xiaomi,708839,Northern Region
Delhi,2018,2,2756141,0,Samsung,532749,Northern Region
Delhi,2018,2,2756141,0,Vivo,313719,Northern Region
Delhi,2018,2,2756141,0,Oppo,254431,Northern Region
Delhi,2018,2,2756141,0,Apple,176650,Northern Region
Delhi,2018,2,2756141,0,Realme,113976,Northern Region
Delhi,2018,2,2756141,0,Motorola,107679,Northern Region
Delhi,2018,2,2756141,0,OnePlus,106333,Northern Region
Delhi,2018,2,2756141,0,Lenovo,66497,Northern Region
Delhi,2018,2,2756141,0,Huawei,50115,Northern Region
Delhi,2018,2,2756141,0,Others,325153,Northern Region
Delhi,2018,3,3504911,0,Xiaomi,908753,Northern Region
Delhi,2018,3,3504911,0,Samsung,673829,Northern Region
Delhi,2018,3,3504911,0,Vivo,424455,Northern Region
Delhi,2018,3,3504911,0,Oppo,332529,Northern Region
Delhi,2018,3,3504911,0,Apple,218858,Northern Region
Delhi,2018,3,3504911,0,Realme,140759,Northern Region
Delhi,2018,3,3504911,0,Motorola,133126,Northern Region
Delhi,2018,3,3504911,0,OnePlus,126799,Northern Region
Delhi,2018,3,3504911,0,Lenovo,80056,Northern Region
Delhi,2018,3,3504911,0,Huawei,63709,Northern Region
Delhi,2018,3,3504911,0,Others,402038,Northern Region
Delhi,2018,4,4630313,0,Xiaomi,1206379,Northern Region
Delhi,2018,4,4630313,0,Samsung,892643,Northern Region
Delhi,2018,4,4630313,0,Vivo,605041,Northern Region
Delhi,2018,4,4630313,0,Oppo,464753,Northern Region
Delhi,2018,4,4630313,0,Apple,279775,Northern Region
Delhi,2018,4,4630313,0,Realme,181855,Northern Region
Delhi,2018,4,4630313,0,Motorola,165627,Northern Region
Delhi,2018,4,4630313,0,OnePlus,155837,Northern Region
Delhi,2018,4,4630313,0,Lenovo,98258,Northern Region
Delhi,2018,4,4630313,0,Huawei,84942,Northern Region
Delhi,2018,4,4630313,0,Others,495203,Northern Region
Delhi,2019,1,5499263,0,Xiaomi,1428603,Northern Region
Delhi,2019,1,5499263,0,Samsung,1061515,Northern Region
Delhi,2019,1,5499263,0,Vivo,755967,Northern Region
Delhi,2019,1,5499263,0,Oppo,576484,Northern Region
Delhi,2019,1,5499263,0,Apple,324092,Northern Region
Delhi,2019,1,5499263,0,Realme,213758,Northern Region
Delhi,2019,1,5499263,0,Motorola,186450,Northern Region
Delhi,2019,1,5499263,0,OnePlus,175334,Northern Region
Delhi,2019,1,5499263,0,Lenovo,109111,Northern Region
Delhi,2019,1,5499263,0,Huawei,102139,Northern Region
Delhi,2019,1,5499263,0,Others,565810,Northern Region
Delhi,2019,2,6165448,43731570,Xiaomi,1597465,Northern Region
Delhi,2019,2,6165448,43731570,Samsung,1188974,Northern Region
Delhi,2019,2,6165448,43731570,Vivo,879650,Northern Region
Delhi,2019,2,6165448,43731570,Oppo,664693,Northern Region
Delhi,2019,2,6165448,43731570,Apple,360575,Northern Region
Delhi,2019,2,6165448,43731570,Realme,240746,Northern Region
Delhi,2019,2,6165448,43731570,Motorola,200193,Northern Region
Delhi,2019,2,6165448,43731570,OnePlus,191881,Northern Region
Delhi,2019,2,6165448,43731570,Lenovo,115488,Northern Region
Delhi,2019,2,6165448,43731570,Huawei,114662,Northern Region
Delhi,2019,2,6165448,43731570,Others,611121,Northern Region
Delhi,2019,3,6782286,163381027,Xiaomi,1749719,Northern Region
Delhi,2019,3,6782286,163381027,Samsung,1305636,Northern Region
Delhi,2019,3,6782286,163381027,Vivo,1001823,Northern Region
Delhi,2019,3,6782286,163381027,Oppo,749989,Northern Region
Delhi,2019,3,6782286,163381027,Apple,392389,Northern Region
Delhi,2019,3,6782286,163381027,Realme,269723,Northern Region
Delhi,2019,3,6782286,163381027,Motorola,210710,Northern Region
Delhi,2019,3,6782286,163381027,OnePlus,206752,Northern Region
Delhi,2019,3,6782286,163381027,Huawei,125962,Northern Region
Delhi,2019,3,6782286,163381027,Lenovo,119861,Northern Region
Delhi,2019,3,6782286,163381027,Others,649722,Northern Region
Delhi,2019,4,7289883,172682671,Xiaomi,1872284,Northern Region
Delhi,2019,4,7289883,172682671,Samsung,1394404,Northern Region
Delhi,2019,4,7289883,172682671,Vivo,1114120,Northern Region
Delhi,2019,4,7289883,172682671,Oppo,825921,Northern Region
Delhi,2019,4,7289883,172682671,Apple,414754,Northern Region
Delhi,2019,4,7289883,172682671,Realme,300540,Northern Region
Delhi,2019,4,7289883,172682671,Motorola,217242,Northern Region
Delhi,2019,4,7289883,172682671,OnePlus,216727,Northern Region
Delhi,2019,4,7289883,172682671,Huawei,134371,Northern Region
Delhi,2019,4,7289883,172682671,Lenovo,121793,Northern Region
Delhi,2019,4,7289883,172682671,Others,677727,Northern Region
Delhi,2020,1,7826197,178263986,Xiaomi,1998766,Northern Region
Delhi,2020,1,7826197,178263986,Samsung,1484289,Northern Region
Delhi,2020,1,7826197,178263986,Vivo,1238728,Northern Region
Delhi,2020,1,7826197,178263986,Oppo,909331,Northern Region
Delhi,2020,1,7826197,178263986,Apple,436979,Northern Region
Delhi,2020,1,7826197,178263986,Realme,333567,Northern Region
Delhi,2020,1,7826197,178263986,OnePlus,225852,Northern Region
Delhi,2020,1,7826197,178263986,Motorola,223909,Northern Region
Delhi,2020,1,7826197,178263986,Huawei,142660,Northern Region
Delhi,2020,1,7826197,178263986,Lenovo,124278,Northern Region
Delhi,2020,1,7826197,178263986,Others,707838,Northern Region
Delhi,2020,2,8391139,142852253,Xiaomi,2125586,Northern Region
Delhi,2020,2,8391139,142852253,Samsung,1585854,Northern Region
Delhi,2020,2,8391139,142852253,Vivo,1364186,Northern Region
Delhi,2020,2,8391139,142852253,Oppo,1002444,Northern Region
Delhi,2020,2,8391139,142852253,Apple,458450,Northern Region
Delhi,2020,2,8391139,142852253,Realme,366179,Northern Region
Delhi,2020,2,8391139,142852253,OnePlus,233802,Northern Region
Delhi,2020,2,8391139,142852253,Motorola,231246,Northern Region
Delhi,2020,2,8391139,142852253,Huawei,150807,Northern Region
Delhi,2020,2,8391139,142852253,Lenovo,127388,Northern Region
Delhi,2020,2,8391139,142852253,Others,745197,Northern Region
Delhi,2020,3,9044174,190025029,Xiaomi,2264717,Northern Region
Delhi,2020,3,9044174,190025029,Samsung,1707446,Northern Region
Delhi,2020,3,9044174,190025029,Vivo,1516602,Northern Region
Delhi,2020,3,9044174,190025029,Oppo,1106202,Northern Region
Delhi,2020,3,9044174,190025029,Apple,485868,Northern Region
Delhi,2020,3,9044174,190025029,Realme,406930,Northern Region
Delhi,2020,3,9044174,190025029,OnePlus,244532,Northern Region
Delhi,2020,3,9044174,190025029,Motorola,238737,Northern Region
Delhi,2020,3,9044174,190025029,Huawei,159503,Northern Region
Delhi,2020,3,9044174,190025029,Lenovo,131036,Northern Region
Delhi,2020,3,9044174,190025029,Others,782601,Northern Region
Delhi,2020,4,9747968,243433752,Xiaomi,2416705,Northern Region
Delhi,2020,4,9747968,243433752,Samsung,1842707,Northern Region
Delhi,2020,4,9747968,243433752,Vivo,1673743,Northern Region
Delhi,2020,4,9747968,243433752,Oppo,1209582,Northern Region
Delhi,2020,4,9747968,243433752,Apple,518592,Northern Region
Delhi,2020,4,9747968,243433752,Realme,452392,Northern Region
Delhi,2020,4,9747968,243433752,OnePlus,256533,Northern Region
Delhi,2020,4,9747968,243433752,Motorola,246834,Northern Region
Delhi,2020,4,9747968,243433752,Huawei,168898,Northern Region
Delhi,2020,4,9747968,243433752,Lenovo,134947,Northern Region
Delhi,2020,4,9747968,243433752,Others,827035,Northern Region
Delhi,2021,1,10467210,281201600,Xiaomi,2575350,Northern Region
Delhi,2021,1,10467210,281201600,Samsung,1963994,Northern Region
Delhi,2021,1,10467210,281201600,Vivo,1839180,Northern Region
Delhi,2021,1,10467210,281201600,Oppo,1318743,Northern Region
Delhi,2021,1,10467210,281201600,Apple,555462,Northern Region
Delhi,2021,1,10467210,281201600,Realme,511070,Northern Region
Delhi,2021,1,10467210,281201600,OnePlus,269742,Northern Region
Delhi,2021,1,10467210,281201600,Motorola,253270,Northern Region
Delhi,2021,1,10467210,281201600,Huawei,175712,Northern Region
Delhi,2021,1,10467210,281201600,Lenovo,137068,Northern Region
Delhi,2021,1,10467210,281201600,Others,867619,Northern Region
Delhi,2021,2,11182699,164997774,Xiaomi,2731995,Northern Region
Delhi,2021,2,11182699,164997774,Samsung,2070161,Northern Region
Delhi,2021,2,11182699,164997774,Vivo,2011494,Northern Region
Delhi,2021,2,11182699,164997774,Oppo,1432860,Northern Region
Delhi,2021,2,11182699,164997774,Realme,596308,Northern Region
Delhi,2021,2,11182699,164997774,Apple,591905,Northern Region
Delhi,2021,2,11182699,164997774,OnePlus,291216,Northern Region
Delhi,2021,2,11182699,164997774,Motorola,252565,Northern Region
Delhi,2021,2,11182699,164997774,Huawei,176234,Northern Region
Delhi,2021,2,11182699,164997774,Lenovo,134680,Northern Region
Delhi,2021,2,11182699,164997774,Others,893281,Northern Region
Delhi,2021,3,11980061,223844376,Xiaomi,2897206,Northern Region
Delhi,2021,3,11980061,223844376,Vivo,2220413,Northern Region
Delhi,2021,3,11980061,223844376,Samsung,2149622,Northern Region
Delhi,2021,3,11980061,223844376,Oppo,1566918,Northern Region
Delhi,2021,3,11980061,223844376,Realme,707377,Northern Region
Delhi,2021,3,11980061,223844376,Apple,631640,Northern Region
Delhi,2021,3,11980061,223844376,OnePlus,331920,Northern Region
Delhi,2021,3,11980061,223844376,Motorola,250528,Northern Region
Delhi,2021,3,11980061,223844376,Huawei,172290,Northern Region
Delhi,2021,3,11980061,223844376,Tecno,148235,Northern Region
Delhi,2021,3,11980061,223844376,Others,903912,Northern Region
Delhi,2021,4,12785127,345669353,Xiaomi,3028207,Northern Region
Delhi,2021,4,12785127,345669353,Vivo,2413197,Northern Region
Delhi,2021,4,12785127,345669353,Samsung,2238115,Northern Region
Delhi,2021,4,12785127,345669353,Oppo,1697646,Northern Region
Delhi,2021,4,12785127,345669353,Realme,840595,Northern Region
Delhi,2021,4,12785127,345669353,Apple,705541,Northern Region
Delhi,2021,4,12785127,345669353,OnePlus,369158,Northern Region
Delhi,2021,4,12785127,345669353,Motorola,250976,Northern Region
Delhi,2021,4,12785127,345669353,Tecno,176336,Northern Region
Delhi,2021,4,12785127,345669353,Huawei,166930,Northern Region
Delhi,2021,4,12785127,345669353,Others,898426,Northern Region
Delhi,2022,1,13539197,57524153,Xiaomi,3155264,Northern Region
Delhi,2022,1,13539197,57524153,Vivo,2586749,Northern Region
Delhi,2022,1,13539197,57524153,Samsung,2320460,Northern Region
Delhi,2022,1,13539197,57524153,Oppo,1817979,Northern Region
Delhi,2022,1,13539197,57524153,Realme,964540,Northern Region
Delhi,2022,1,13539197,57524153,Apple,761100,Northern Region
Delhi,2022,1,13539197,57524153,OnePlus,404741,Northern Region
Delhi,2022,1,13539197,57524153,Motorola,252427,Northern Region
Delhi,2022,1,13539197,57524153,Tecno,206904,Northern Region
Delhi,2022,1,13539197,57524153,Huawei,164421,Northern Region
Delhi,2022,1,13539197,57524153,Others,904612,Northern Region
Goa,2018,1,91936,0,Xiaomi,23388,Southern Region
Goa,2018,1,91936,0,Samsung,19288,Southern Region
Goa,2018,1,91936,0,Vivo,8719,Southern Region
Goa,2018,1,91936,0,Oppo,6969,Southern Region
Goa,2018,1,91936,0,Apple,5957,Southern Region
Goa,2018,1,91936,0,OnePlus,5457,Southern Region
Goa,2018,1,91936,0,Motorola,4236,Southern Region
Goa,2018,1,91936,0,Realme,4094,Southern Region
Goa,2018,1,91936,0,Lenovo,2542,Southern Region
Goa,2018,1,91936,0,Huawei,1595,Southern Region
Goa,2018,1,91936,0,Others,9691,Southern Region
Goa,2018,2,122174,0,Xiaomi,31481,Southern Region
Goa,2018,2,122174,0,Samsung,25483,Southern Region
Goa,2018,2,122174,0,Vivo,12317,Southern Region
Goa,2018,2,122174,0,Oppo,9547,Southern Region
Goa,2018,2,122174,0,Apple,7433,Southern Region
Goa,2018,2,122174,0,OnePlus,6696,Southern Region
Goa,2018,2,122174,0,Motorola,5508,Southern Region
Goa,2018,2,122174,0,Realme,5427,Southern Region
Goa,2018,2,122174,0,Lenovo,3352,Southern Region
Goa,2018,2,122174,0,Huawei,2237,Southern Region
Goa,2018,2,122174,0,Others,12693,Southern Region
Goa,2018,3,153802,0,Xiaomi,39803,Southern Region
Goa,2018,3,153802,0,Samsung,32023,Southern Region
Goa,2018,3,153802,0,Vivo,16778,Southern Region
Goa,2018,3,153802,0,Oppo,12470,Southern Region
Goa,2018,3,153802,0,Apple,8815,Southern Region
Goa,2018,3,153802,0,OnePlus,7931,Southern Region
Goa,2018,3,153802,0,Realme,6878,Southern Region
Goa,2018,3,153802,0,Motorola,6674,Southern Region
Goa,2018,3,153802,0,Lenovo,3860,Southern Region
Goa,2018,3,153802,0,Huawei,3053,Southern Region
Goa,2018,3,153802,0,Others,15517,Southern Region
Goa,2018,4,195350,0,Xiaomi,50867,Southern Region
Goa,2018,4,195350,0,Samsung,40683,Southern Region
Goa,2018,4,195350,0,Vivo,22715,Southern Region
Goa,2018,4,195350,0,Oppo,16672,Southern Region
Goa,2018,4,195350,0,Apple,10884,Southern Region
Goa,2018,4,195350,0,OnePlus,9442,Southern Region
Goa,2018,4,195350,0,Realme,8708,Southern Region
Goa,2018,4,195350,0,Motorola,8176,Southern Region
Goa,2018,4,195350,0,Lenovo,4769,Southern Region
Goa,2018,4,195350,0,Huawei,3965,Southern Region
Goa,2018,4,195350,0,Others,18469,Southern Region
Goa,2019,1,238152,0,Xiaomi,62065,Southern Region
Goa,2019,1,238152,0,Samsung,49562,Southern Region
Goa,2019,1,238152,0,Vivo,29218,Southern Region
Goa,2019,1,238152,0,Oppo,20988,Southern Region
Goa,2019,1,238152,0,Apple,12909,Southern Region
Goa,2019,1,238152,0,OnePlus,10892,Southern Region
Goa,2019,1,238152,0,Realme,10545,Southern Region
Goa,2019,1,238152,0,Motorola,9355,Southern Region
Goa,2019,1,238152,0,Lenovo,5440,Southern Region
Goa,2019,1,238152,0,Huawei,5049,Southern Region
Goa,2019,1,238152,0,Others,22129,Southern Region
Goa,2019,2,278940,1352232,Xiaomi,72286,Southern Region
Goa,2019,2,278940,1352232,Samsung,58572,Southern Region
Goa,2019,2,278940,1352232,Vivo,35425,Southern Region
Goa,2019,2,278940,1352232,Oppo,25325,Southern Region
Goa,2019,2,278940,1352232,Apple,14770,Southern Region
Goa,2019,2,278940,1352232,Realme,12215,Southern Region
Goa,2019,2,278940,1352232,OnePlus,12033,Southern Region
Goa,2019,2,278940,1352232,Motorola,10716,Southern Region
Goa,2019,2,278940,1352232,Lenovo,6125,Southern Region
Goa,2019,2,278940,1352232,Huawei,5990,Southern Region
Goa,2019,2,278940,1352232,Others,25483,Southern Region
Goa,2019,3,317194,4753892,Xiaomi,81621,Southern Region
Goa,2019,3,317194,4753892,Samsung,66756,Southern Region
Goa,2019,3,317194,4753892,Vivo,41691,Southern Region
Goa,2019,3,317194,4753892,Oppo,29561,Southern Region
Goa,2019,3,317194,4753892,Apple,16481,Southern Region
Goa,2019,3,317194,4753892,Realme,14157,Southern Region
Goa,2019,3,317194,4753892,OnePlus,13220,Southern Region
Goa,2019,3,317194,4753892,Motorola,11738,Southern Region
Goa,2019,3,317194,4753892,Huawei,6882,Southern Region
Goa,2019,3,317194,4753892,Lenovo,6410,Southern Region
Goa,2019,3,317194,4753892,Others,28677,Southern Region
Goa,2019,4,353546,6290543,Xiaomi,90791,Southern Region
Goa,2019,4,353546,6290543,Samsung,74339,Southern Region
Goa,2019,4,353546,6290543,Vivo,48072,Southern Region
Goa,2019,4,353546,6290543,Oppo,34061,Southern Region
Goa,2019,4,353546,6290543,Apple,17817,Southern Region
Goa,2019,4,353546,6290543,Realme,16393,Southern Region
Goa,2019,4,353546,6290543,OnePlus,14159,Southern Region
Goa,2019,4,353546,6290543,Motorola,12521,Southern Region
Goa,2019,4,353546,6290543,Huawei,7674,Southern Region
Goa,2019,4,353546,6290543,Lenovo,6696,Southern Region
Goa,2019,4,353546,6290543,Others,31023,Southern Region
Goa,2020,1,391900,7147233,Xiaomi,100364,Southern Region
Goa,2020,1,391900,7147233,Samsung,82358,Southern Region
Goa,2020,1,391900,7147233,Vivo,54965,Southern Region
Goa,2020,1,391900,7147233,Oppo,38778,Southern Region
Goa,2020,1,391900,7147233,Apple,19244,Southern Region
Goa,2020,1,391900,7147233,Realme,18803,Southern Region
Goa,2020,1,391900,7147233,OnePlus,14926,Southern Region
Goa,2020,1,391900,7147233,Motorola,13118,Southern Region
Goa,2020,1,391900,7147233,Huawei,8459,Southern Region
Goa,2020,1,391900,7147233,Lenovo,7167,Southern Region
Goa,2020,1,391900,7147233,Others,33718,Southern Region
Goa,2020,2,430639,5310126,Xiaomi,109624,Southern Region
Goa,2020,2,430639,5310126,Samsung,90927,Southern Region
Goa,2020,2,430639,5310126,Vivo,61868,Southern Region
Goa,2020,2,430639,5310126,Oppo,43887,Southern Region
Goa,2020,2,430639,5310126,Realme,21236,Southern Region
Goa,2020,2,430639,5310126,Apple,20388,Southern Region
Goa,2020,2,430639,5310126,OnePlus,15482,Southern Region
Goa,2020,2,430639,5310126,Motorola,13908,Southern Region
Goa,2020,2,430639,5310126,Huawei,9221,Southern Region
Goa,2020,2,430639,5310126,Lenovo,7481,Southern Region
Goa,2020,2,430639,5310126,Others,36617,Southern Region
Goa,2020,3,474962,6129766,Xiaomi,119983,Southern Region
Goa,2020,3,474962,6129766,Samsung,101577,Southern Region
Goa,2020,3,474962,6129766,Vivo,69991,Southern Region
Goa,2020,3,474962,6129766,Oppo,49411,Southern Region
Goa,2020,3,474962,6129766,Realme,24328,Southern Region
Goa,2020,3,474962,6129766,Apple,21967,Southern Region
Goa,2020,3,474962,6129766,OnePlus,16389,Southern Region
Goa,2020,3,474962,6129766,Motorola,14656,Southern Region
Goa,2020,3,474962,6129766,Huawei,9964,Southern Region
Goa,2020,3,474962,6129766,Lenovo,7790,Southern Region
Goa,2020,3,474962,6129766,Others,38906,Southern Region
Goa,2020,4,527584,10991118,Xiaomi,132099,Southern Region
Goa,2020,4,527584,10991118,Samsung,114296,Southern Region
Goa,2020,4,527584,10991118,Vivo,78921,Southern Region
Goa,2020,4,527584,10991118,Oppo,55468,Southern Region
Goa,2020,4,527584,10991118,Realme,28000,Southern Region
Goa,2020,4,527584,10991118,Apple,24214,Southern Region
Goa,2020,4,527584,10991118,OnePlus,17571,Southern Region
Goa,2020,4,527584,10991118,Motorola,15500,Southern Region
Goa,2020,4,527584,10991118,Huawei,10821,Southern Region
Goa,2020,4,527584,10991118,Lenovo,8172,Southern Region
Goa,2020,4,527584,10991118,Others,42522,Southern Region
Goa,2021,1,570035,15467672,Xiaomi,142193,Southern Region
Goa,2021,1,570035,15467672,Samsung,123133,Southern Region
Goa,2021,1,570035,15467672,Vivo,87010,Southern Region
Goa,2021,1,570035,15467672,Oppo,60381,Southern Region
Goa,2021,1,570035,15467672,Realme,31824,Southern Region
Goa,2021,1,570035,15467672,Apple,26139,Southern Region
Goa,2021,1,570035,15467672,OnePlus,18577,Southern Region
Goa,2021,1,570035,15467672,Motorola,15944,Southern Region
Goa,2021,1,570035,15467672,Huawei,11414,Southern Region
Goa,2021,1,570035,15467672,Lenovo,8178,Southern Region
Goa,2021,1,570035,15467672,Others,45242,Southern Region
Goa,2021,2,609106,12710361,Xiaomi,152107,Southern Region
Goa,2021,2,609106,12710361,Samsung,129938,Southern Region
Goa,2021,2,609106,12710361,Vivo,94216,Southern Region
Goa,2021,2,609106,12710361,Oppo,64685,Southern Region
Goa,2021,2,609106,12710361,Realme,37973,Southern Region
Goa,2021,2,609106,12710361,Apple,28049,Southern Region
Goa,2021,2,609106,12710361,OnePlus,19803,Southern Region
Goa,2021,2,609106,12710361,Motorola,15937,Southern Region
Goa,2021,2,609106,12710361,Huawei,11315,Southern Region
Goa,2021,2,609106,12710361,Lenovo,7861,Southern Region
Goa,2021,2,609106,12710361,Others,47222,Southern Region
Goa,2021,3,653458,16575111,Xiaomi,163235,Southern Region
Goa,2021,3,653458,16575111,Samsung,135615,Southern Region
Goa,2021,3,653458,16575111,Vivo,103139,Southern Region
Goa,2021,3,653458,16575111,Oppo,69841,Southern Region
Goa,2021,3,653458,16575111,Realme,45087,Southern Region
Goa,2021,3,653458,16575111,Apple,29989,Southern Region
Goa,2021,3,653458,16575111,OnePlus,22136,Southern Region
Goa,2021,3,653458,16575111,Motorola,15824,Southern Region
Goa,2021,3,653458,16575111,Huawei,11214,Southern Region
Goa,2021,3,653458,16575111,Tecno,7719,Southern Region
Goa,2021,3,653458,16575111,Others,49659,Southern Region
Goa,2021,4,697178,28288254,Xiaomi,172749,Southern Region
Goa,2021,4,697178,28288254,Samsung,141066,Southern Region
Goa,2021,4,697178,28288254,Vivo,110824,Southern Region
Goa,2021,4,697178,28288254,Oppo,75088,Southern Region
Goa,2021,4,697178,28288254,Realme,53598,Southern Region
Goa,2021,4,697178,28288254,Apple,33398,Southern Region
Goa,2021,4,697178,28288254,OnePlus,24355,Southern Region
Goa,2021,4,697178,28288254,Motorola,16068,Southern Region
Goa,2021,4,697178,28288254,Huawei,10899,Southern Region
Goa,2021,4,697178,28288254,Tecno,9081,Southern Region
Goa,2021,4,697178,28288254,Others,50052,Southern Region
Goa,2022,1,738628,18678798,Xiaomi,181266,Southern Region
