State,Year,Quarter,Registered_user,App_Open,Phone_Brand,Registered_user_by_Phone_Brand,Region
Andaman and Nicobar Islands,2018,1,6740,0,Xiaomi,1665,Southern Region
Andaman and Nicobar Islands,2018,1,6740,0,Samsung,1445,Southern Region
Andaman and Nicobar Islands,2018,1,6740,0,Vivo,982,Southern Region
Andaman and Nicobar Islands,2018,1,6740,0,Oppo,501,Southern Region
Andaman and Nicobar Islands,2018,1,6740,0,OnePlus,332,Southern Region
Andaman and Nicobar Islands,2018,1,6740,0,Realme,316,Southern Region
Andaman and Nicobar Islands,2018,1,6740,0,Apple,229,Southern Region
Andaman and Nicobar Islands,2018,1,6740,0,Motorola,226,Southern Region
Andaman and Nicobar Islands,2018,1,6740,0,Lenovo,202,Southern Region
Andaman and Nicobar Islands,2018,1,6740,0,Huawei,158,Southern Region
Andaman and Nicobar Islands,2018,1,6740,0,Others,684,Southern Region
Andaman and Nicobar Islands,2018,2,9405,0,Xiaomi,2303,Southern Region
Andaman and Nicobar Islands,2018,2,9405,0,Samsung,1923,Southern Region
Andaman and Nicobar Islands,2018,2,9405,0,Vivo,1523,Southern Region
Andaman and Nicobar Islands,2018,2,9405,0,Oppo,708,Southern Region
Andaman and Nicobar Islands,2018,2,9405,0,OnePlus,466,Southern Region
Andaman and Nicobar Islands,2018,2,9405,0,Realme,465,Southern Region
Andaman and Nicobar Islands,2018,2,9405,0,Motorola,319,Southern Region
Andaman and Nicobar Islands,2018,2,9405,0,Apple,308,Southern Region
Andaman and Nicobar Islands,2018,2,9405,0,Lenovo,244,Southern Region
Andaman and Nicobar Islands,2018,2,9405,0,Huawei,230,Southern Region
Andaman and Nicobar Islands,2018,2,9405,0,Others,916,Southern Region
Andaman and Nicobar Islands,2018,3,12149,0,Xiaomi,2950,Southern Region
Andaman and Nicobar Islands,2018,3,12149,0,Samsung,2409,Southern Region
Andaman and Nicobar Islands,2018,3,12149,0,Vivo,2063,Southern Region
Andaman and Nicobar Islands,2018,3,12149,0,Oppo,988,Southern Region
Andaman and Nicobar Islands,2018,3,12149,0,OnePlus,617,Southern Region
Andaman and Nicobar Islands,2018,3,12149,0,Realme,603,Southern Region
Andaman and Nicobar Islands,2018,3,12149,0,Motorola,390,Southern Region
Andaman and Nicobar Islands,2018,3,12149,0,Apple,371,Southern Region
Andaman and Nicobar Islands,2018,3,12149,0,Huawei,314,Southern Region
Andaman and Nicobar Islands,2018,3,12149,0,Lenovo,299,Southern Region
Andaman and Nicobar Islands,2018,3,12149,0,Others,1145,Southern Region
Andaman and Nicobar Islands,2018,4,15222,0,Xiaomi,3719,Southern Region
Andaman and Nicobar Islands,2018,4,15222,0,Samsung,2936,Southern Region
Andaman and Nicobar Islands,2018,4,15222,0,Vivo,2742,Southern Region
Andaman and Nicobar Islands,2018,4,15222,0,Oppo,1268,Southern Region
Andaman and Nicobar Islands,2018,4,15222,0,Realme,760,Southern Region
Andaman and Nicobar Islands,2018,4,15222,0,OnePlus,721,Southern Region
Andaman and Nicobar Islands,2018,4,15222,0,Motorola,474,Southern Region
Andaman and Nicobar Islands,2018,4,15222,0,Apple,455,Southern Region
Andaman and Nicobar Islands,2018,4,15222,0,Huawei,398,Southern Region
Andaman and Nicobar Islands,2018,4,15222,0,Lenovo,377,Southern Region
Andaman and Nicobar Islands,2018,4,15222,0,Others,1372,Southern Region
Andaman and Nicobar Islands,2019,1,18596,0,Xiaomi,4576,Southern Region
Andaman and Nicobar Islands,2019,1,18596,0,Samsung,3567,Southern Region
Andaman and Nicobar Islands,2019,1,18596,0,Vivo,3420,Southern Region
Andaman and Nicobar Islands,2019,1,18596,0,Oppo,1600,Southern Region
Andaman and Nicobar Islands,2019,1,18596,0,Realme,897,Southern Region
Andaman and Nicobar Islands,2019,1,18596,0,OnePlus,855,Southern Region
Andaman and Nicobar Islands,2019,1,18596,0,Motorola,561,Southern Region
Andaman and Nicobar Islands,2019,1,18596,0,Apple,515,Southern Region
Andaman and Nicobar Islands,2019,1,18596,0,Huawei,515,Southern Region
Andaman and Nicobar Islands,2019,1,18596,0,Lenovo,426,Southern Region
Andaman and Nicobar Islands,2019,1,18596,0,Others,1664,Southern Region
Andaman and Nicobar Islands,2019,2,21731,52640,Xiaomi,5296,Southern Region
Andaman and Nicobar Islands,2019,2,21731,52640,Samsung,4165,Southern Region
Andaman and Nicobar Islands,2019,2,21731,52640,Vivo,4102,Southern Region
Andaman and Nicobar Islands,2019,2,21731,52640,Oppo,1905,Southern Region
Andaman and Nicobar Islands,2019,2,21731,52640,Realme,1012,Southern Region
Andaman and Nicobar Islands,2019,2,21731,52640,OnePlus,950,Southern Region
Andaman and Nicobar Islands,2019,2,21731,52640,Huawei,644,Southern Region
Andaman and Nicobar Islands,2019,2,21731,52640,Motorola,630,Southern Region
Andaman and Nicobar Islands,2019,2,21731,52640,Apple,569,Southern Region
Andaman and Nicobar Islands,2019,2,21731,52640,Lenovo,477,Southern Region
Andaman and Nicobar Islands,2019,2,21731,52640,Others,1981,Southern Region
Andaman and Nicobar Islands,2019,3,23931,171107,Xiaomi,5819,Southern Region
Andaman and Nicobar Islands,2019,3,23931,171107,Vivo,4685,Southern Region
Andaman and Nicobar Islands,2019,3,23931,171107,Samsung,4508,Southern Region
Andaman and Nicobar Islands,2019,3,23931,171107,Oppo,2108,Southern Region
Andaman and Nicobar Islands,2019,3,23931,171107,Realme,1158,Southern Region
Andaman and Nicobar Islands,2019,3,23931,171107,OnePlus,1045,Southern Region
Andaman and Nicobar Islands,2019,3,23931,171107,Huawei,725,Southern Region
Andaman and Nicobar Islands,2019,3,23931,171107,Motorola,660,Southern Region
Andaman and Nicobar Islands,2019,3,23931,171107,Apple,630,Southern Region
Andaman and Nicobar Islands,2019,3,23931,171107,Lenovo,483,Southern Region
Andaman and Nicobar Islands,2019,3,23931,171107,Others,2110,Southern Region
Andaman and Nicobar Islands,2019,4,25960,177012,Xiaomi,6259,Southern Region
Andaman and Nicobar Islands,2019,4,25960,177012,Vivo,5190,Southern Region
Andaman and Nicobar Islands,2019,4,25960,177012,Samsung,4900,Southern Region
Andaman and Nicobar Islands,2019,4,25960,177012,Oppo,2329,Southern Region
Andaman and Nicobar Islands,2019,4,25960,177012,Realme,1329,Southern Region
Andaman and Nicobar Islands,2019,4,25960,177012,OnePlus,1124,Southern Region
Andaman and Nicobar Islands,2019,4,25960,177012,Huawei,798,Southern Region
Andaman and Nicobar Islands,2019,4,25960,177012,Motorola,682,Southern Region
Andaman and Nicobar Islands,2019,4,25960,177012,Apple,678,Southern Region
Andaman and Nicobar Islands,2019,4,25960,177012,Lenovo,488,Southern Region
Andaman and Nicobar Islands,2019,4,25960,177012,Others,2183,Southern Region
Andaman and Nicobar Islands,2020,1,28368,193586,Xiaomi,6803,Southern Region
Andaman and Nicobar Islands,2020,1,28368,193586,Vivo,5880,Southern Region
Andaman and Nicobar Islands,2020,1,28368,193586,Samsung,5335,Southern Region
Andaman and Nicobar Islands,2020,1,28368,193586,Oppo,2557,Southern Region
Andaman and Nicobar Islands,2020,1,28368,193586,Realme,1511,Southern Region
Andaman and Nicobar Islands,2020,1,28368,193586,OnePlus,1184,Southern Region
Andaman and Nicobar Islands,2020,1,28368,193586,Huawei,891,Southern Region
Andaman and Nicobar Islands,2020,1,28368,193586,Apple,735,Southern Region
Andaman and Nicobar Islands,2020,1,28368,193586,Motorola,715,Southern Region
Andaman and Nicobar Islands,2020,1,28368,193586,Lenovo,500,Southern Region
Andaman and Nicobar Islands,2020,1,28368,193586,Others,2257,Southern Region
Andaman and Nicobar Islands,2020,2,32710,305072,Xiaomi,7805,Southern Region
Andaman and Nicobar Islands,2020,2,32710,305072,Vivo,7122,Southern Region
Andaman and Nicobar Islands,2020,2,32710,305072,Samsung,6030,Southern Region
Andaman and Nicobar Islands,2020,2,32710,305072,Oppo,2976,Southern Region
Andaman and Nicobar Islands,2020,2,32710,305072,Realme,1761,Southern Region
Andaman and Nicobar Islands,2020,2,32710,305072,OnePlus,1271,Southern Region
Andaman and Nicobar Islands,2020,2,32710,305072,Huawei,1005,Southern Region
Andaman and Nicobar Islands,2020,2,32710,305072,Apple,792,Southern Region
Andaman and Nicobar Islands,2020,2,32710,305072,Motorola,779,Southern Region
Andaman and Nicobar Islands,2020,2,32710,305072,Lenovo,552,Southern Region
Andaman and Nicobar Islands,2020,2,32710,305072,Others,2617,Southern Region
Andaman and Nicobar Islands,2020,3,41335,515565,Xiaomi,9794,Southern Region
Andaman and Nicobar Islands,2020,3,41335,515565,Vivo,9556,Southern Region
Andaman and Nicobar Islands,2020,3,41335,515565,Samsung,7572,Southern Region
Andaman and Nicobar Islands,2020,3,41335,515565,Oppo,3730,Southern Region
Andaman and Nicobar Islands,2020,3,41335,515565,Realme,2285,Southern Region
Andaman and Nicobar Islands,2020,3,41335,515565,OnePlus,1440,Southern Region
Andaman and Nicobar Islands,2020,3,41335,515565,Huawei,1213,Southern Region
Andaman and Nicobar Islands,2020,3,41335,515565,Motorola,907,Southern Region
Andaman and Nicobar Islands,2020,3,41335,515565,Apple,870,Southern Region
Andaman and Nicobar Islands,2020,3,41335,515565,Lenovo,606,Southern Region
Andaman and Nicobar Islands,2020,3,41335,515565,Others,3362,Southern Region
Andaman and Nicobar Islands,2020,4,52396,887208,Xiaomi,12398,Southern Region
Andaman and Nicobar Islands,2020,4,52396,887208,Vivo,12275,Southern Region
Andaman and Nicobar Islands,2020,4,52396,887208,Samsung,9938,Southern Region
Andaman and Nicobar Islands,2020,4,52396,887208,Oppo,4723,Southern Region
Andaman and Nicobar Islands,2020,4,52396,887208,Realme,2996,Southern Region
Andaman and Nicobar Islands,2020,4,52396,887208,OnePlus,1638,Southern Region
Andaman and Nicobar Islands,2020,4,52396,887208,Huawei,1472,Southern Region
Andaman and Nicobar Islands,2020,4,52396,887208,Motorola,1032,Southern Region
Andaman and Nicobar Islands,2020,4,52396,887208,Apple,973,Southern Region
Andaman and Nicobar Islands,2020,4,52396,887208,Lenovo,708,Southern Region
Andaman and Nicobar Islands,2020,4,52396,887208,Others,4243,Southern Region
Andaman and Nicobar Islands,2021,1,57758,1004336,Vivo,13812,Southern Region
Andaman and Nicobar Islands,2021,1,57758,1004336,Xiaomi,13714,Southern Region
Andaman and Nicobar Islands,2021,1,57758,1004336,Samsung,10861,Southern Region
Andaman and Nicobar Islands,2021,1,57758,1004336,Oppo,5158,Southern Region
Andaman and Nicobar Islands,2021,1,57758,1004336,Realme,3419,Southern Region
Andaman and Nicobar Islands,2021,1,57758,1004336,OnePlus,1773,Southern Region
Andaman and Nicobar Islands,2021,1,57758,1004336,Huawei,1575,Southern Region
Andaman and Nicobar Islands,2021,1,57758,1004336,Motorola,1062,Southern Region
Andaman and Nicobar Islands,2021,1,57758,1004336,Apple,1056,Southern Region
Andaman and Nicobar Islands,2021,1,57758,1004336,Tecno,796,Southern Region
Andaman and Nicobar Islands,2021,1,57758,1004336,Others,4532,Southern Region
Andaman and Nicobar Islands,2021,2,62095,2248223,Vivo,15056,Southern Region
Andaman and Nicobar Islands,2021,2,62095,2248223,Xiaomi,14788,Southern Region
Andaman and Nicobar Islands,2021,2,62095,2248223,Samsung,11476,Southern Region
Andaman and Nicobar Islands,2021,2,62095,2248223,Oppo,5456,Southern Region
Andaman and Nicobar Islands,2021,2,62095,2248223,Realme,4034,Southern Region
Andaman and Nicobar Islands,2021,2,62095,2248223,OnePlus,1981,Southern Region
Andaman and Nicobar Islands,2021,2,62095,2248223,Huawei,1559,Southern Region
Andaman and Nicobar Islands,2021,2,62095,2248223,Apple,1153,Southern Region
Andaman and Nicobar Islands,2021,2,62095,2248223,Motorola,1054,Southern Region
Andaman and Nicobar Islands,2021,2,62095,2248223,Tecno,974,Southern Region
Andaman and Nicobar Islands,2021,2,62095,2248223,Others,4564,Southern Region
Andaman and Nicobar Islands,2021,3,66982,3121625,Vivo,16411,Southern Region
Andaman and Nicobar Islands,2021,3,66982,3121625,Xiaomi,15938,Southern Region
Andaman and Nicobar Islands,2021,3,66982,3121625,Samsung,12028,Southern Region
Andaman and Nicobar Islands,2021,3,66982,3121625,Oppo,5853,Southern Region
Andaman and Nicobar Islands,2021,3,66982,3121625,Realme,4808,Southern Region
Andaman and Nicobar Islands,2021,3,66982,3121625,OnePlus,2306,Southern Region
Andaman and Nicobar Islands,2021,3,66982,3121625,Huawei,1567,Southern Region
Andaman and Nicobar Islands,2021,3,66982,3121625,Apple,1283,Southern Region
Andaman and Nicobar Islands,2021,3,66982,3121625,Tecno,1178,Southern Region
Andaman and Nicobar Islands,2021,3,66982,3121625,Motorola,1017,Southern Region
Andaman and Nicobar Islands,2021,3,66982,3121625,Others,4593,Southern Region
Andaman and Nicobar Islands,2021,4,71780,2112910,Vivo,17597,Southern Region
Andaman and Nicobar Islands,2021,4,71780,2112910,Xiaomi,16968,Southern Region
Andaman and Nicobar Islands,2021,4,71780,2112910,Samsung,12574,Southern Region
Andaman and Nicobar Islands,2021,4,71780,2112910,Oppo,6127,Southern Region
Andaman and Nicobar Islands,2021,4,71780,2112910,Realme,5830,Southern Region
Andaman and Nicobar Islands,2021,4,71780,2112910,OnePlus,2691,Southern Region
Andaman and Nicobar Islands,2021,4,71780,2112910,Apple,1490,Southern Region
Andaman and Nicobar Islands,2021,4,71780,2112910,Huawei,1459,Southern Region
Andaman and Nicobar Islands,2021,4,71780,2112910,Tecno,1417,Southern Region
Andaman and Nicobar Islands,2021,4,71780,2112910,Motorola,1055,Southern Region
Andaman and Nicobar Islands,2021,4,71780,2112910,Others,4572,Southern Region
Andaman and Nicobar Islands,2022,1,76288,3847407,Vivo,18688,Southern Region
Andaman and Nicobar Islands,2022,1,76288,3847407,Xiaomi,17957,Southern Region
Andaman and Nicobar Islands,2022,1,76288,3847407,Samsung,12955,Southern Region
Andaman and Nicobar Islands,2022,1,76288,3847407,Realme,6769,Southern Region
Andaman and Nicobar Islands,2022,1,76288,3847407,Oppo,6461,Southern Region
Andaman and Nicobar Islands,2022,1,76288,3847407,OnePlus,3005,Southern Region
Andaman and Nicobar Islands,2022,1,76288,3847407,Tecno,1770,Southern Region
Andaman and Nicobar Islands,2022,1,76288,3847407,Apple,1634,Southern Region
Andaman and Nicobar Islands,2022,1,76288,3847407,Huawei,1441,Southern Region
Andaman and Nicobar Islands,2022,1,76288,3847407,Motorola,1050,Southern Region
Andaman and Nicobar Islands,2022,1,76288,3847407,Others,4558,Southern Region
Andhra Pradesh,2018,1,3336450,0,Xiaomi,836581,Southern Region
Andhra Pradesh,2018,1,3336450,0,Samsung,683687,Southern Region
Andhra Pradesh,2018,1,3336450,0,Vivo,425959,Southern Region
Andhra Pradesh,2018,1,3336450,0,Oppo,304487,Southern Region
Andhra Pradesh,2018,1,3336450,0,Realme,236646,Southern Region
Andhra Pradesh,2018,1,3336450,0,Motorola,129739,Southern Region
Andhra Pradesh,2018,1,3336450,0,OnePlus,129421,Southern Region
Andhra Pradesh,2018,1,3336450,0,Apple,123274,Southern Region
Andhra Pradesh,2018,1,3336450,0,Lenovo,84138,Southern Region
Andhra Pradesh,2018,1,3336450,0,Huawei,76654,Southern Region
Andhra Pradesh,2018,1,3336450,0,Others,305864,Southern Region
Andhra Pradesh,2018,2,4402540,0,Xiaomi,1113800,Southern Region
Andhra Pradesh,2018,2,4402540,0,Samsung,903290,Southern Region
Andhra Pradesh,2018,2,4402540,0,Vivo,586965,Southern Region
Andhra Pradesh,2018,2,4402540,0,Oppo,410549,Southern Region
Andhra Pradesh,2018,2,4402540,0,Realme,305964,Southern Region
Andhra Pradesh,2018,2,4402540,0,Motorola,169847,Southern Region
Andhra Pradesh,2018,2,4402540,0,OnePlus,155418,Southern Region
Andhra Pradesh,2018,2,4402540,0,Apple,151847,Southern Region
Andhra Pradesh,2018,2,4402540,0,Lenovo,107441,Southern Region
Andhra Pradesh,2018,2,4402540,0,Huawei,102929,Southern Region
Andhra Pradesh,2018,2,4402540,0,Others,394490,Southern Region
Andhra Pradesh,2018,3,5427617,0,Xiaomi,1385112,Southern Region
Andhra Pradesh,2018,3,5427617,0,Samsung,1103186,Southern Region
Andhra Pradesh,2018,3,5427617,0,Vivo,761793,Southern Region
Andhra Pradesh,2018,3,5427617,0,Oppo,518120,Southern Region
Andhra Pradesh,2018,3,5427617,0,Realme,379712,Southern Region
Andhra Pradesh,2018,3,5427617,0,Motorola,203756,Southern Region
Andhra Pradesh,2018,3,5427617,0,OnePlus,181364,Southern Region
Andhra Pradesh,2018,3,5427617,0,Apple,175343,Southern Region
Andhra Pradesh,2018,3,5427617,0,Huawei,134429,Southern Region
Andhra Pradesh,2018,3,5427617,0,Lenovo,122489,Southern Region
Andhra Pradesh,2018,3,5427617,0,Others,462313,Southern Region
Andhra Pradesh,2018,4,6857409,0,Xiaomi,1753802,Southern Region
Andhra Pradesh,2018,4,6857409,0,Samsung,1388061,Southern Region
Andhra Pradesh,2018,4,6857409,0,Vivo,1011185,Southern Region
Andhra Pradesh,2018,4,6857409,0,Oppo,675093,Southern Region
Andhra Pradesh,2018,4,6857409,0,Realme,476746,Southern Region
Andhra Pradesh,2018,4,6857409,0,Motorola,250601,Southern Region
Andhra Pradesh,2018,4,6857409,0,OnePlus,210161,Southern Region
Andhra Pradesh,2018,4,6857409,0,Apple,209737,Southern Region
Andhra Pradesh,2018,4,6857409,0,Huawei,176237,Southern Region
Andhra Pradesh,2018,4,6857409,0,Lenovo,149583,Southern Region
Andhra Pradesh,2018,4,6857409,0,Others,556203,Southern Region
Andhra Pradesh,2019,1,8283019,0,Xiaomi,2110547,Southern Region
Andhra Pradesh,2019,1,8283019,0,Samsung,1688342,Southern Region
Andhra Pradesh,2019,1,8283019,0,Vivo,1262871,Southern Region
Andhra Pradesh,2019,1,8283019,0,Oppo,835541,Southern Region
Andhra Pradesh,2019,1,8283019,0,Realme,564832,Southern Region
Andhra Pradesh,2019,1,8283019,0,Motorola,291830,Southern Region
Andhra Pradesh,2019,1,8283019,0,Apple,241108,Southern Region
Andhra Pradesh,2019,1,8283019,0,OnePlus,237269,Southern Region
Andhra Pradesh,2019,1,8283019,0,Huawei,220082,Southern Region
Andhra Pradesh,2019,1,8283019,0,Lenovo,171471,Southern Region
Andhra Pradesh,2019,1,8283019,0,Others,659126,Southern Region
Andhra Pradesh,2019,2,9389003,81375251,Xiaomi,2389374,Southern Region
Andhra Pradesh,2019,2,9389003,81375251,Samsung,1914378,Southern Region
Andhra Pradesh,2019,2,9389003,81375251,Vivo,1466695,Southern Region
Andhra Pradesh,2019,2,9389003,81375251,Oppo,963352,Southern Region
Andhra Pradesh,2019,2,9389003,81375251,Realme,641519,Southern Region
Andhra Pradesh,2019,2,9389003,81375251,Motorola,324778,Southern Region
Andhra Pradesh,2019,2,9389003,81375251,Apple,264860,Southern Region
Andhra Pradesh,2019,2,9389003,81375251,OnePlus,254273,Southern Region
Andhra Pradesh,2019,2,9389003,81375251,Huawei,250859,Southern Region
Andhra Pradesh,2019,2,9389003,81375251,Lenovo,189151,Southern Region
Andhra Pradesh,2019,2,9389003,81375251,Others,729764,Southern Region
Andhra Pradesh,2019,3,10458693,310953542,Xiaomi,2656468,Southern Region
Andhra Pradesh,2019,3,10458693,310953542,Samsung,2123659,Southern Region
Andhra Pradesh,2019,3,10458693,310953542,Vivo,1674109,Southern Region
Andhra Pradesh,2019,3,10458693,310953542,Oppo,1087660,Southern Region
Andhra Pradesh,2019,3,10458693,310953542,Realme,727964,Southern Region
Andhra Pradesh,2019,3,10458693,310953542,Motorola,348910,Southern Region
Andhra Pradesh,2019,3,10458693,310953542,Apple,286412,Southern Region
Andhra Pradesh,2019,3,10458693,310953542,Huawei,282587,Southern Region
Andhra Pradesh,2019,3,10458693,310953542,OnePlus,271100,Southern Region
Andhra Pradesh,2019,3,10458693,310953542,Lenovo,194180,Southern Region
Andhra Pradesh,2019,3,10458693,310953542,Others,805644,Southern Region
Andhra Pradesh,2019,4,11757883,411201518,Xiaomi,2985953,Southern Region
Andhra Pradesh,2019,4,11757883,411201518,Samsung,2379139,Southern Region
Andhra Pradesh,2019,4,11757883,411201518,Vivo,1922141,Southern Region
Andhra Pradesh,2019,4,11757883,411201518,Oppo,1241235,Southern Region
Andhra Pradesh,2019,4,11757883,411201518,Realme,844668,Southern Region
Andhra Pradesh,2019,4,11757883,411201518,Motorola,381692,Southern Region
Andhra Pradesh,2019,4,11757883,411201518,Huawei,317290,Southern Region
Andhra Pradesh,2019,4,11757883,411201518,Apple,308354,Southern Region
Andhra Pradesh,2019,4,11757883,411201518,OnePlus,286412,Southern Region
Andhra Pradesh,2019,4,11757883,411201518,Lenovo,208785,Southern Region
Andhra Pradesh,2019,4,11757883,411201518,Others,882214,Southern Region
Andhra Pradesh,2020,1,13022060,486513773,Xiaomi,3307542,Southern Region
Andhra Pradesh,2020,1,13022060,486513773,Samsung,2622762,Southern Region
Andhra Pradesh,2020,1,13022060,486513773,Vivo,2165012,Southern Region
Andhra Pradesh,2020,1,13022060,486513773,Oppo,1387060,Southern Region
Andhra Pradesh,2020,1,13022060,486513773,Realme,960418,Southern Region
Andhra Pradesh,2020,1,13022060,486513773,Motorola,411062,Southern Region
Andhra Pradesh,2020,1,13022060,486513773,Huawei,348324,Southern Region
Andhra Pradesh,2020,1,13022060,486513773,Apple,329329,Southern Region
Andhra Pradesh,2020,1,13022060,486513773,OnePlus,298911,Southern Region
Andhra Pradesh,2020,1,13022060,486513773,Lenovo,227154,Southern Region
Andhra Pradesh,2020,1,13022060,486513773,Others,964486,Southern Region
Andhra Pradesh,2020,2,14319675,494341698,Xiaomi,3635594,Southern Region
Andhra Pradesh,2020,2,14319675,494341698,Samsung,2888149,Southern Region
Andhra Pradesh,2020,2,14319675,494341698,Vivo,2409399,Southern Region
Andhra Pradesh,2020,2,14319675,494341698,Oppo,1535129,Southern Region
Andhra Pradesh,2020,2,14319675,494341698,Realme,1072165,Southern Region
Andhra Pradesh,2020,2,14319675,494341698,Motorola,445380,Southern Region
Andhra Pradesh,2020,2,14319675,494341698,Huawei,379220,Southern Region
Andhra Pradesh,2020,2,14319675,494341698,Apple,348938,Southern Region
Andhra Pradesh,2020,2,14319675,494341698,OnePlus,309208,Southern Region
Andhra Pradesh,2020,2,14319675,494341698,Lenovo,243288,Southern Region
Andhra Pradesh,2020,2,14319675,494341698,Others,1053205,Southern Region
Andhra Pradesh,2020,3,15692405,696300382,Xiaomi,3978789,Southern Region
Andhra Pradesh,2020,3,15692405,696300382,Samsung,3154020,Southern Region
Andhra Pradesh,2020,3,15692405,696300382,Vivo,2687996,Southern Region
Andhra Pradesh,2020,3,15692405,696300382,Oppo,1695723,Southern Region
Andhra Pradesh,2020,3,15692405,696300382,Realme,1207622,Southern Region
Andhra Pradesh,2020,3,15692405,696300382,Motorola,477313,Southern Region
Andhra Pradesh,2020,3,15692405,696300382,Huawei,408520,Southern Region
Andhra Pradesh,2020,3,15692405,696300382,Apple,370327,Southern Region
Andhra Pradesh,2020,3,15692405,696300382,OnePlus,322028,Southern Region
Andhra Pradesh,2020,3,15692405,696300382,Lenovo,260912,Southern Region
Andhra Pradesh,2020,3,15692405,696300382,Others,1129155,Southern Region
Andhra Pradesh,2020,4,17076565,869078538,Xiaomi,4325662,Southern Region
Andhra Pradesh,2020,4,17076565,869078538,Samsung,3419866,Southern Region
Andhra Pradesh,2020,4,17076565,869078538,Vivo,2950572,Southern Region
Andhra Pradesh,2020,4,17076565,869078538,Oppo,1856052,Southern Region
Andhra Pradesh,2020,4,17076565,869078538,Realme,1361491,Southern Region
Andhra Pradesh,2020,4,17076565,869078538,Motorola,506158,Southern Region
Andhra Pradesh,2020,4,17076565,869078538,Huawei,437125,Southern Region
Andhra Pradesh,2020,4,17076565,869078538,Apple,394191,Southern Region
Andhra Pradesh,2020,4,17076565,869078538,OnePlus,336518,Southern Region
Andhra Pradesh,2020,4,17076565,869078538,Lenovo,276671,Southern Region
Andhra Pradesh,2020,4,17076565,869078538,Others,1212259,Southern Region
Andhra Pradesh,2021,1,18363733,957709447,Xiaomi,4644641,Southern Region
Andhra Pradesh,2021,1,18363733,957709447,Samsung,3635596,Southern Region
Andhra Pradesh,2021,1,18363733,957709447,Vivo,3245151,Southern Region
Andhra Pradesh,2021,1,18363733,957709447,Oppo,2010506,Southern Region
Andhra Pradesh,2021,1,18363733,957709447,Realme,1531645,Southern Region
Andhra Pradesh,2021,1,18363733,957709447,Motorola,518115,Southern Region
Andhra Pradesh,2021,1,18363733,957709447,Huawei,455604,Southern Region
Andhra Pradesh,2021,1,18363733,957709447,Apple,421002,Southern Region
Andhra Pradesh,2021,1,18363733,957709447,OnePlus,355922,Southern Region
Andhra Pradesh,2021,1,18363733,957709447,Lenovo,277980,Southern Region
Andhra Pradesh,2021,1,18363733,957709447,Others,1267571,Southern Region
Andhra Pradesh,2021,2,19620905,1044705436,Xiaomi,4937684,Southern Region
Andhra Pradesh,2021,2,19620905,1044705436,Samsung,3798250,Southern Region
Andhra Pradesh,2021,2,19620905,1044705436,Vivo,3572140,Southern Region
Andhra Pradesh,2021,2,19620905,1044705436,Oppo,2173037,Southern Region
Andhra Pradesh,2021,2,19620905,1044705436,Realme,1817804,Southern Region
Andhra Pradesh,2021,2,19620905,1044705436,Motorola,503072,Southern Region
Andhra Pradesh,2021,2,19620905,1044705436,Apple,450689,Southern Region
Andhra Pradesh,2021,2,19620905,1044705436,Huawei,440324,Southern Region
Andhra Pradesh,2021,2,19620905,1044705436,OnePlus,394851,Southern Region
Andhra Pradesh,2021,2,19620905,1044705436,Lenovo,261201,Southern Region
Andhra Pradesh,2021,2,19620905,1044705436,Others,1271853,Southern Region
Andhra Pradesh,2021,3,21059898,1258536879,Xiaomi,5256707,Southern Region
Andhra Pradesh,2021,3,21059898,1258536879,Vivo,3981492,Southern Region
Andhra Pradesh,2021,3,21059898,1258536879,Samsung,3911188,Southern Region
Andhra Pradesh,2021,3,21059898,1258536879,Oppo,2382363,Southern Region
Andhra Pradesh,2021,3,21059898,1258536879,Realme,2134616,Southern Region
Andhra Pradesh,2021,3,21059898,1258536879,Motorola,486971,Southern Region
Andhra Pradesh,2021,3,21059898,1258536879,Apple,480993,Southern Region
Andhra Pradesh,2021,3,21059898,1258536879,OnePlus,459011,Southern Region
Andhra Pradesh,2021,3,21059898,1258536879,Huawei,435214,Southern Region
Andhra Pradesh,2021,3,21059898,1258536879,Lenovo,245241,Southern Region
Andhra Pradesh,2021,3,21059898,1258536879,Others,1286102,Southern Region
Andhra Pradesh,2021,4,22489029,1447717601,Xiaomi,5518238,Southern Region
Andhra Pradesh,2021,4,22489029,1447717601,Vivo,4381023,Southern Region
Andhra Pradesh,2021,4,22489029,1447717601,Samsung,4017419,Southern Region
Andhra Pradesh,2021,4,22489029,1447717601,Oppo,2580845,Southern Region
Andhra Pradesh,2021,4,22489029,1447717601,Realme,2528884,Southern Region
Andhra Pradesh,2021,4,22489029,1447717601,Apple,544986,Southern Region
Andhra Pradesh,2021,4,22489029,1447717601,OnePlus,525373,Southern Region
Andhra Pradesh,2021,4,22489029,1447717601,Motorola,474422,Southern Region
Andhra Pradesh,2021,4,22489029,1447717601,Huawei,409934,Southern Region
Andhra Pradesh,2021,4,22489029,1447717601,Lenovo,224391,Southern Region
Andhra Pradesh,2021,4,22489029,1447717601,Others,1283514,Southern Region
Andhra Pradesh,2022,1,23857951,1254785973,Xiaomi,5743382,Southern Region
Andhra Pradesh,2022,1,23857951,1254785973,Vivo,4772765,Southern Region
Andhra Pradesh,2022,1,23857951,1254785973,Samsung,4124296,Southern Region
Andhra Pradesh,2022,1,23857951,1254785973,Realme,2864092,Southern Region
Andhra Pradesh,2022,1,23857951,1254785973,Oppo,2780974,Southern Region
